Education,Income,Kidhome,Marital_Status,NumDealsPurchases,Recency,Teenhome,Year_Birth,Succesful_cmp,Months_After_2012
3,27450.0,0,3,1,57,0,1951,0,16
2,39453.0,1,2,2,64,0,1983,0,27
1,26850.0,1,2,4,10,1,1971,0,28
2,79800.0,0,1,1,65,0,1955,1,9
3,61794.0,0,3,2,74,1,1961,0,21
2,53863.0,0,2,3,4,1,1955,4,29
2,24221.0,0,2,1,94,0,1959,0,20
4,39684.0,1,0,2,41,0,1984,0,12
3,92163.0,0,3,0,25,0,1975,1,12
3,69882.0,0,0,1,94,0,1965,0,22
2,33178.0,1,2,1,9,0,1977,0,25
4,59973.0,0,3,1,47,0,1972,0,23
3,17459.0,1,2,3,12,0,1975,0,21
2,23910.0,1,1,1,80,0,1969,0,10
3,42169.0,1,3,2,20,1,1969,0,22
1,26224.0,1,3,3,39,0,1978,0,16
2,31089.0,1,2,3,57,0,1981,0,8
2,30081.0,0,0,1,27,1,1961,0,14
2,62807.0,0,2,3,83,1,1960,0,8
2,72906.0,0,0,1,79,0,1955,0,21
4,61467.0,0,3,3,69,2,1948,0,9
3,49618.0,1,2,4,77,1,1966,0,13
3,21888.0,1,0,4,15,0,1986,0,12
2,42429.0,0,1,2,99,1,1973,0,35
2,26150.0,2,1,1,61,1,1956,0,23
0,30801.0,0,3,2,23,1,1975,0,10
2,81168.0,0,3,1,84,0,1965,1,31
3,26877.0,0,0,2,74,0,1969,0,20
3,45006.0,0,1,1,90,0,1944,0,19
0,18978.0,1,3,1,41,0,1973,0,11
2,22574.0,2,3,2,28,1,1967,0,22
4,48240.0,0,0,3,73,0,1969,0,9
2,45837.0,1,3,5,88,1,1974,0,19
3,35791.0,2,0,2,94,1,1965,0,18
4,162397.0,1,2,0,31,1,1976,0,15
2,54162.0,1,1,1,31,1,1978,0,15
3,30522.0,0,3,5,6,1,1960,0,8
4,54456.0,0,3,3,23,1,1961,0,23
2,31632.0,0,0,1,92,0,1971,0,19
2,72298.0,0,1,1,52,0,1949,4,34
1,36975.0,1,0,1,50,0,1978,0,24
1,72635.0,0,3,1,54,0,1955,1,15
2,13624.0,1,3,2,93,0,1976,0,13
2,84196.0,0,0,1,56,1,1975,0,15
2,70971.0,0,2,7,28,1,1960,0,9
4,34487.0,1,1,3,94,1,1977,0,6
2,28769.0,1,0,3,76,0,1977,0,12
4,69084.0,1,3,2,43,0,1970,0,23
4,65488.0,0,2,1,46,0,1958,0,30
1,62466.0,0,3,5,13,1,1970,0,25
1,32218.0,0,0,1,27,0,1960,3,26
2,83917.0,0,0,1,12,0,1973,0,16
2,46102.0,2,1,1,3,1,1962,0,34
2,84574.0,0,0,1,72,0,1952,0,16
2,56181.0,0,3,1,6,1,1962,0,20
3,63120.0,0,1,5,53,1,1950,0,9
2,73691.0,0,3,2,58,1,1971,3,18
2,63381.0,0,2,4,78,1,1960,0,5
4,76140.0,0,2,1,57,0,1948,0,29
4,62859.0,0,1,4,37,1,1959,0,12
2,45906.0,0,0,2,20,1,1964,3,19
3,77632.0,0,2,1,73,0,1947,4,22
4,46463.0,1,3,7,56,1,1971,0,20
2,105471.0,0,2,0,36,0,1970,1,13
3,55282.0,1,1,1,9,0,1970,0,24
3,78710.0,0,3,3,42,1,1977,0,29
2,66886.0,0,2,2,28,1,1958,0,21
3,98777.0,0,0,0,23,0,1960,4,26
2,29103.0,1,2,2,38,0,1985,0,8
2,67445.0,0,3,5,63,1,1974,0,12
4,50616.0,0,2,1,71,1,1950,0,28
2,49431.0,0,1,2,9,1,1955,0,3
2,153924.0,0,1,0,81,0,1975,0,31
2,61278.0,0,2,2,87,1,1953,0,28
1,26490.0,0,2,2,92,0,1958,0,9
4,73059.0,0,2,1,36,1,1947,0,20
4,46734.0,1,0,4,86,2,1966,3,22
2,56253.0,0,2,4,83,1,1963,0,7
2,19986.0,1,3,1,74,0,1985,0,23
2,58330.0,0,1,1,87,1,1975,0,24
0,25965.0,0,3,1,29,0,1980,0,7
3,14661.0,0,2,1,88,0,1956,0,13
2,18690.0,0,3,1,77,0,1959,0,12
4,45068.0,0,2,1,25,1,1974,0,17
0,21063.0,1,0,2,34,0,1987,0,21
4,29187.0,1,3,1,43,0,1968,0,21
1,54690.0,1,3,3,76,1,1971,0,19
4,59304.0,0,3,3,81,1,1964,0,19
3,59247.0,0,0,5,87,2,1962,0,20
2,66731.0,0,1,4,33,1,1970,0,12
2,77353.0,0,3,2,38,1,1980,0,24
4,52614.0,0,0,2,63,1,1975,0,1
2,26751.0,2,3,1,26,0,1974,0,29
4,81300.0,0,3,3,17,1,1963,1,10
2,70337.0,0,0,1,75,0,1979,0,26
1,36145.0,1,3,4,13,0,1985,3,18
4,65295.0,0,0,1,19,0,1980,0,24
2,68118.0,0,1,2,51,1,1963,0,22
2,68743.0,0,1,1,81,0,1967,0,8
1,41039.0,0,2,1,32,0,1982,0,19
2,38946.0,0,2,2,84,1,1955,0,22
2,65777.0,0,2,1,87,0,1967,0,24
4,66476.0,0,1,2,99,1,1976,0,19
4,86857.0,0,0,1,96,0,1972,0,12
4,160803.0,0,3,15,21,0,1982,0,4
4,77845.0,0,2,1,40,0,1989,1,29
4,69476.0,0,2,1,3,0,1969,0,21
4,50611.0,0,1,6,98,1,1960,4,4
2,61209.0,0,0,1,73,0,1970,0,20
3,42315.0,0,2,3,90,1,1958,0,24
0,13084.0,0,2,1,29,0,1952,0,14
3,47570.0,1,1,3,3,1,1949,0,17
3,61923.0,0,3,1,94,2,1961,0,19
2,34824.0,0,0,1,65,0,1995,0,27
4,26518.0,1,0,3,33,1,1949,0,20
2,45938.0,0,0,2,46,0,1961,0,15
2,78468.0,0,2,1,29,0,1960,1,33
2,78901.0,0,1,3,99,1,1973,0,21
2,71427.0,2,3,2,26,0,1978,0,36
2,71022.0,0,1,3,30,1,1978,3,35
3,90247.0,0,0,1,27,0,1988,1,28
3,41335.0,1,1,3,24,0,1968,0,24
2,71952.0,1,3,2,93,0,1986,3,22
4,35682.0,1,1,1,34,0,1970,0,30
2,43185.0,0,1,2,88,1,1951,0,22
4,66375.0,0,2,3,96,1,1948,3,23
3,35178.0,1,3,1,10,0,1971,3,22
2,25252.0,1,3,1,26,0,1986,0,24
3,55250.0,0,0,4,49,1,1965,0,10
2,33249.0,1,0,2,11,0,1975,0,14
2,58398.0,0,2,3,44,0,1953,0,17
2,50272.0,1,2,3,75,0,1982,0,19
4,76618.0,0,3,1,64,0,1975,0,7
1,87305.0,0,1,1,19,0,1960,5,9
2,25851.0,1,2,2,45,0,1978,0,23
2,58710.0,0,1,6,77,1,1970,0,15
2,45160.0,1,0,1,9,1,1958,0,27
3,74806.0,0,3,2,1,1,1965,0,12
2,59111.0,0,3,1,90,0,1954,0,14
4,18988.0,1,3,2,43,0,1984,0,29
2,72190.0,0,3,1,79,0,1965,0,14
2,7500.0,1,3,5,19,0,1976,3,1
2,44794.0,0,3,1,99,1,1966,0,32
2,80395.0,0,3,1,62,0,1955,1,23
3,75012.0,0,1,1,41,0,1976,0,25
3,56962.0,2,3,7,60,1,1965,0,23
2,89891.0,0,2,1,17,0,1991,5,16
4,35946.0,1,1,1,24,1,1949,0,21
4,53593.0,1,2,8,60,1,1953,0,7
2,66373.0,1,3,7,57,1,1978,0,24
4,45072.0,1,1,5,74,2,1948,0,22
2,89694.0,1,1,3,22,1,1973,1,21
2,72025.0,0,3,1,46,0,1949,1,28
2,67432.0,0,3,2,69,1,1973,0,15
3,70545.0,0,2,1,29,1,1952,0,27
0,17487.0,1,3,1,37,0,1989,0,15
2,62882.0,0,2,2,26,1,1969,0,9
4,64108.0,0,0,4,8,1,1953,0,15
3,34941.0,1,2,2,26,1,1956,0,18
4,48767.0,1,0,3,79,2,1950,0,25
1,38702.0,1,2,2,71,0,1978,0,13
2,82224.0,0,3,1,83,0,1964,1,25
2,83844.0,0,2,1,57,0,1952,5,24
1,17003.0,1,3,3,37,0,1975,0,21
2,71163.0,0,0,1,30,0,1995,0,33
2,33697.0,1,0,1,34,0,1970,3,21
1,63564.0,0,3,1,0,0,1954,3,25
4,83443.0,0,2,1,89,0,1972,0,24
4,51518.0,0,2,2,92,1,1958,0,15
2,58330.0,0,1,1,87,1,1975,0,24
2,80952.0,0,3,1,20,0,1969,1,14
2,75507.0,0,2,1,56,0,1979,0,26
1,63855.0,0,2,1,28,0,1978,0,21
4,62220.0,0,2,5,55,1,1972,0,11
2,58512.0,0,3,5,25,1,1964,0,21
3,40662.0,1,3,2,0,0,1979,0,15
4,38829.0,0,3,1,86,1,1959,0,30
1,35523.0,1,3,2,8,0,1981,0,15
2,79146.0,1,0,2,33,1,1967,0,28
3,78285.0,0,3,1,13,0,1988,0,22
4,31626.0,1,0,1,12,0,1978,3,22
2,75127.0,0,0,1,92,0,1952,0,29
2,48726.0,0,3,3,90,1,1955,0,16
2,74985.0,0,3,1,8,0,1977,0,11
2,67430.0,0,2,1,6,0,1987,0,5
1,46891.0,0,3,1,91,1,1965,0,13
3,62058.0,0,3,4,52,1,1956,0,17
2,72063.0,0,3,2,3,1,1979,0,15
4,78939.0,0,3,1,57,0,1951,0,24
2,42720.0,1,0,8,9,1,1965,0,16
2,33622.0,1,3,3,22,1,1972,0,16
4,6835.0,0,2,0,76,1,1957,0,8
2,41452.0,1,2,1,86,1,1953,0,18
4,40760.0,0,0,2,64,1,1965,0,20
4,74250.0,0,2,1,90,0,1958,0,25
3,51124.0,1,0,2,79,1,1955,0,24
2,72258.0,0,0,2,28,1,1971,0,24
4,71466.0,0,0,1,86,0,1974,0,29
2,36283.0,1,2,2,42,1,1976,0,28
2,20587.0,1,0,1,39,0,1970,0,35
2,30467.0,1,3,1,8,0,1972,0,27
2,31590.0,1,2,1,40,0,1972,0,18
0,20425.0,1,3,2,5,0,1986,0,10
3,17144.0,1,2,5,96,1,1960,0,26
4,42564.0,0,1,6,28,1,1968,3,14
3,43783.0,1,3,6,22,0,1978,3,29
2,40780.0,0,1,4,30,1,1976,0,8
3,62847.0,0,2,1,45,0,1945,0,13
4,82017.0,0,3,1,58,0,1957,1,7
2,16813.0,0,0,1,49,0,1950,3,19
2,51267.0,1,3,4,37,1,1978,0,22
2,46524.0,0,0,2,70,1,1961,0,17
3,45183.0,0,0,1,33,0,1962,4,13
4,70421.0,0,3,3,98,1,1954,0,30
1,60161.0,0,1,3,17,1,1965,0,10
2,73926.0,0,2,1,54,0,1973,0,14
2,19329.0,1,3,3,39,0,1968,0,24
3,61872.0,0,3,4,81,1,1970,0,24
2,46984.0,1,1,1,71,1,1956,0,15
2,34838.0,1,3,3,62,1,1951,0,13
4,82716.0,0,0,1,8,0,1944,0,17
2,48192.0,0,3,3,76,0,1958,1,18
3,49681.0,0,3,6,66,2,1976,0,16
3,56850.0,0,3,1,83,1,1971,0,27
2,55267.0,0,3,4,28,1,1957,0,22
2,59666.0,1,3,7,87,1,1972,4,15
2,72504.0,0,0,2,43,1,1972,0,18
2,26872.0,0,3,1,0,0,1981,0,22
2,21359.0,1,0,2,1,0,1972,0,16
2,73170.0,0,0,1,1,0,1975,0,29
3,52750.0,0,3,6,72,1,1955,0,16
4,91820.0,0,2,0,72,0,1986,0,23
4,65968.0,0,2,2,12,1,1970,0,36
2,30772.0,1,3,1,89,1,1976,0,36
2,22507.0,0,0,3,67,0,1954,0,11
2,65685.0,0,3,1,54,1,1972,0,27
1,25804.0,1,3,2,34,0,1978,0,13
4,76412.0,0,0,1,15,0,1980,1,17
2,22063.0,1,3,2,43,0,1972,0,20
2,57091.0,0,0,1,0,0,1961,2,30
2,22419.0,0,3,1,74,0,1963,0,16
2,87771.0,0,2,1,61,1,1959,1,17
1,78353.0,0,1,1,51,1,1959,0,16
2,93404.0,1,3,3,97,2,1954,4,19
2,37859.0,1,1,2,75,2,1962,0,24
4,80995.0,0,1,1,83,1,1958,0,23
2,16529.0,1,2,1,23,0,1984,0,25
4,55412.0,1,1,1,65,1,1976,0,23
2,48789.0,0,0,1,94,0,1992,0,10
4,56575.0,0,2,3,42,2,1967,0,17
1,25130.0,1,2,2,10,0,1980,0,14
2,35441.0,1,3,2,94,1,1967,0,14
2,71391.0,0,3,5,50,1,1956,0,15
3,49494.0,1,0,2,46,0,1972,0,16
2,81702.0,0,1,1,98,0,1980,0,9
1,45889.0,0,0,1,42,1,1980,0,14
2,56628.0,0,0,2,30,1,1977,3,27
2,34026.0,1,2,3,11,1,1950,0,17
2,40049.0,0,3,3,61,1,1974,0,11
2,34176.0,1,0,4,12,0,1988,0,36
2,19419.0,1,3,4,76,0,1981,0,10
1,82504.0,0,3,1,2,0,1960,0,19
2,81205.0,0,2,1,43,0,1970,2,25
1,61618.0,0,0,2,27,0,1991,0,9
3,55284.0,0,0,3,60,1,1956,0,12
2,49980.0,0,0,2,79,1,1963,0,22
2,15072.0,2,3,4,96,0,1980,0,22
2,49166.0,0,0,2,17,1,1974,0,18
4,65324.0,0,3,3,0,1,1954,0,35
1,82347.0,0,3,1,38,0,1957,1,6
4,30843.0,1,2,2,43,1,1966,3,29
4,46374.0,0,3,3,1,1,1974,1,27
2,60474.0,0,0,7,25,1,1979,0,13
3,38576.0,0,3,1,2,1,1973,0,28
2,55357.0,2,3,3,66,0,1985,0,14
2,37758.0,1,2,2,49,1,1966,0,4
1,85710.0,0,3,1,5,0,1989,5,17
2,23228.0,1,2,2,71,0,1969,0,25
3,44602.0,1,2,6,35,1,1969,0,26
2,7500.0,0,3,1,94,0,1987,0,21
1,38683.0,1,2,6,80,0,1989,0,4
1,49514.0,1,0,2,61,0,1975,0,24
4,57906.0,0,2,3,29,1,1973,0,23
3,43456.0,0,0,3,0,1,1966,0,15
3,19485.0,2,0,1,80,0,1986,0,21
2,53172.0,0,2,3,54,1,1978,0,18
2,30545.0,1,2,2,71,0,1979,0,10
4,70123.0,0,2,1,27,0,1983,2,21
2,62450.0,0,0,2,61,1,1959,4,30
2,21675.0,1,2,3,55,0,1976,0,35
1,42395.0,1,0,4,35,1,1981,0,28
3,61346.0,1,2,1,34,0,1978,0,18
2,80812.0,0,2,1,95,0,1953,1,21
3,42835.0,1,1,7,64,1,1971,0,18
2,39922.0,1,3,2,30,0,1983,0,14
3,86424.0,0,0,1,12,0,1956,0,29
1,17117.0,1,2,4,96,0,1978,0,13
2,24762.0,1,0,3,16,0,1972,3,34
2,35797.0,0,3,2,16,1,1975,0,10
2,36627.0,2,1,1,78,0,1975,0,19
1,51111.0,1,3,2,83,1,1981,0,30
4,86857.0,0,0,1,96,0,1972,0,12
4,82072.0,0,2,1,67,0,1970,0,14
4,46231.0,2,0,4,87,1,1953,0,11
2,42243.0,1,3,2,34,1,1959,0,23
2,51195.0,1,2,8,46,1,1962,0,13
3,68092.0,0,0,2,7,0,1978,0,24
2,31814.0,1,3,2,73,0,1973,3,21
3,51390.0,1,1,6,54,1,1965,0,8
2,76630.0,0,3,1,93,0,1983,0,25
0,26868.0,1,0,1,52,0,1991,0,28
4,48948.0,0,1,2,53,0,1943,3,13
4,55260.0,0,0,2,81,1,1972,0,12
2,64090.0,0,2,1,8,1,1956,0,19
2,78331.0,0,1,2,97,1,1958,0,25
4,37087.0,1,3,3,50,0,1974,0,23
2,21846.0,1,1,4,38,0,1986,0,22
2,81320.0,0,3,1,61,0,1958,0,18
2,54137.0,0,1,2,46,1,1970,0,20
2,66825.0,0,2,1,73,0,1967,0,19
2,57100.0,0,2,1,19,0,1973,0,16
2,58917.0,1,2,5,10,2,1969,0,15
2,85072.0,0,0,1,94,0,1977,0,33
2,86429.0,0,0,0,10,0,1961,1,23
2,45684.0,1,1,1,37,0,1971,0,14
2,47889.0,1,2,1,94,0,1974,0,28
4,45921.0,0,3,1,23,0,1986,0,34
4,78420.0,0,0,1,75,0,1966,0,18
2,75114.0,0,2,1,40,0,1992,0,19
4,52278.0,0,1,6,24,1,1963,0,13
3,35641.0,1,3,2,11,0,1972,0,19
2,95529.0,0,0,1,29,0,1994,5,3
2,62820.0,0,3,1,51,0,1954,0,23
3,73113.0,0,2,1,86,0,1960,0,24
4,84169.0,0,3,1,9,0,1982,4,19
1,42607.0,0,0,2,30,1,1954,0,23
4,74637.0,0,0,1,73,0,1954,1,17
4,46015.0,1,2,1,25,1,1955,2,28
2,72354.0,0,0,1,67,0,1993,0,16
3,39858.0,1,0,1,67,0,1969,0,13
4,34469.0,1,3,3,58,1,1948,0,28
2,83033.0,1,2,1,82,0,1986,1,29
3,24401.0,0,2,3,98,0,1979,0,8
2,77583.0,0,3,1,93,0,1978,1,34
1,74116.0,0,0,1,53,0,1982,4,24
2,74293.0,0,0,1,66,0,1993,0,28
4,68397.0,0,3,1,6,1,1976,0,23
4,79632.0,0,2,1,42,0,1974,0,32
2,46107.0,1,0,1,78,0,1989,0,34
4,64950.0,0,0,2,29,1,1951,4,12
0,25443.0,1,3,1,82,0,1989,0,12
2,75127.0,0,0,1,92,0,1952,0,29
4,32892.0,1,2,2,78,0,1971,0,29
2,71796.0,0,2,1,54,0,1971,0,22
4,67536.0,0,3,3,45,1,1970,1,17
2,55239.0,0,0,3,59,1,1971,0,19
4,60554.0,1,1,2,8,0,1975,0,21
1,64831.0,1,0,8,51,1,1952,0,22
4,56067.0,0,2,2,51,1,1962,0,19
2,82025.0,0,1,1,76,0,1983,5,17
2,94384.0,0,2,0,62,0,1953,1,16
0,14906.0,0,0,3,86,0,1986,0,12
4,51563.0,0,3,1,60,0,1987,4,1
1,57937.0,0,3,3,56,1,1982,0,26
2,68274.0,1,1,2,83,1,1979,0,21
2,39771.0,1,2,1,92,0,1977,0,18
1,67893.0,0,1,2,31,1,1975,0,1
4,27922.0,1,2,1,80,0,1979,0,34
4,52190.0,1,2,3,39,1,1976,3,32
3,44051.0,1,1,4,20,1,1973,0,13
4,42767.0,2,0,1,53,0,1971,0,23
3,46106.0,1,2,1,84,1,1976,0,35
4,16927.0,1,3,5,50,1,1976,0,22
2,59754.0,0,3,3,96,1,1965,0,1
2,53700.0,0,0,4,94,1,1952,0,8
2,59041.0,1,3,2,25,1,1973,0,31
4,54237.0,0,1,4,48,1,1957,0,16
2,70647.0,0,1,2,65,1,1967,0,9
4,52597.0,0,0,3,69,1,1962,0,31
3,41021.0,1,2,2,12,0,1969,0,12
4,40233.0,0,3,5,84,1,1975,0,22
2,50183.0,1,3,7,47,1,1980,0,30
2,54753.0,0,2,3,87,1,1959,0,24
2,92955.0,0,3,1,35,0,1973,1,20
2,33471.0,1,3,3,47,0,1973,0,12
4,34596.0,1,3,1,48,0,1974,0,16
2,44010.0,1,2,6,46,0,1980,0,10
2,84219.0,0,3,1,27,0,1988,0,26
4,40706.0,2,2,4,37,1,1968,0,13
1,15716.0,1,3,3,8,0,1988,0,12
1,59052.0,0,1,3,29,1,1959,0,23
3,80573.0,0,2,1,85,0,1971,0,10
2,83715.0,0,3,1,2,0,1962,0,27
3,82576.0,0,2,1,66,0,1959,5,1
3,56962.0,2,3,7,60,1,1965,0,23
2,35704.0,1,3,3,54,1,1952,0,27
2,53103.0,0,2,5,70,1,1954,3,24
1,46779.0,1,1,1,55,1,1960,0,24
2,4861.0,0,1,0,20,0,1965,0,30
3,33462.0,1,1,1,78,0,1979,0,19
2,63693.0,0,1,3,63,1,1978,0,22
2,80763.0,0,3,1,17,0,1950,1,20
4,65352.0,0,3,2,43,1,1974,0,20
4,82170.0,0,3,1,13,0,1978,0,23
2,75759.0,0,3,1,46,0,1969,1,22
1,79689.0,0,0,1,65,0,1976,0,24
4,35340.0,1,1,2,1,1,1956,0,30
2,85683.0,0,1,1,6,0,1954,1,27
1,24884.0,1,3,1,32,0,1972,0,11
3,42021.0,1,2,5,34,0,1981,3,8
2,64449.0,1,0,4,70,0,1989,0,26
2,64587.0,1,1,2,49,1,1954,0,30
2,34824.0,0,0,1,65,0,1995,0,27
2,75437.0,0,2,1,25,0,1978,1,21
2,26091.0,1,2,3,84,1,1957,0,26
2,52845.0,1,3,3,7,0,1973,3,20
2,46086.0,0,1,4,34,1,1956,0,15
4,78028.0,0,1,1,38,1,1956,4,10
4,95169.0,0,0,1,1,0,1987,1,21
1,56337.0,1,3,5,25,1,1981,1,15
2,22434.0,1,2,2,25,0,1987,0,14
4,36930.0,0,3,5,50,1,1954,0,17
2,36130.0,0,0,6,46,1,1954,3,14
3,65569.0,0,3,2,96,1,1953,0,5
2,83844.0,0,2,1,57,0,1952,5,24
2,19514.0,1,3,4,47,1,1968,3,25
4,36736.0,1,0,1,52,1,1963,0,22
2,77568.0,0,2,1,30,1,1979,1,8
4,49187.0,0,2,1,63,1,1976,0,35
2,30168.0,1,0,7,51,0,1978,0,19
3,34053.0,0,2,1,14,1,1968,0,10
3,38196.0,1,3,3,20,1,1971,0,28
3,59412.0,0,3,1,56,0,1951,0,28
1,70924.0,0,3,1,41,0,1965,5,31
2,54165.0,0,2,1,72,0,1969,0,17
2,32300.0,1,3,1,1,0,1973,0,15
2,20180.0,0,0,1,27,0,1976,0,14
2,34961.0,1,3,3,77,0,1973,0,30
4,28440.0,1,2,1,87,0,1974,0,19
4,64504.0,1,2,7,81,2,1953,0,16
3,33564.0,0,2,1,51,1,1966,0,30
2,17345.0,1,3,2,79,0,1978,0,3
4,56320.0,0,3,3,11,1,1967,0,20
2,28647.0,1,0,1,54,0,1978,3,20
0,15038.0,1,0,2,93,0,1987,0,13
4,32173.0,0,1,1,0,1,1958,0,13
1,68316.0,0,2,5,54,1,1964,0,4
2,74538.0,0,2,1,21,0,1971,5,18
2,91700.0,0,0,1,58,0,1971,0,13
2,68695.0,0,2,1,3,0,1969,0,30
1,31056.0,1,3,1,99,0,1977,0,13
2,79593.0,0,3,1,70,0,1973,5,36
2,28071.0,0,0,2,65,0,1980,0,8
4,37334.0,1,2,4,44,1,1958,0,26
3,46423.0,1,0,3,6,1,1972,0,21
4,37126.0,1,3,1,9,0,1971,3,27
2,47703.0,0,3,4,95,1,1953,0,17
2,61180.0,0,3,2,70,1,1959,3,28
2,38998.0,1,3,3,92,1,1954,0,3
2,8028.0,0,0,15,62,0,1991,0,9
2,76081.0,0,2,1,85,0,1962,1,29
2,34728.0,1,2,1,2,0,1986,0,19
3,33168.0,0,0,3,0,1,1965,0,10
3,33585.0,0,3,1,91,1,1966,0,21
4,77037.0,0,3,1,3,1,1960,0,22
2,35196.0,1,2,6,68,0,1984,0,11
2,44529.0,0,3,6,98,1,1966,4,17
1,70924.0,0,3,1,41,0,1965,5,31
4,28764.0,1,2,1,16,1,1966,3,29
4,69098.0,0,3,1,82,0,1949,0,14
1,25959.0,1,1,2,1,1,1970,0,14
3,27100.0,1,3,1,64,0,1983,0,17
2,70596.0,0,0,1,68,0,1985,0,5
2,42557.0,0,3,4,98,1,1974,0,8
4,53312.0,0,3,1,32,0,1951,0,21
2,72228.0,0,0,1,87,0,1952,0,11
2,67605.0,0,2,1,84,0,1987,0,15
3,62845.0,1,3,11,3,1,1949,4,1
2,65196.0,0,2,2,34,2,1958,3,19
4,42000.0,0,0,2,23,0,1987,0,22
4,35860.0,1,1,2,37,1,1973,3,29
4,65526.0,0,3,1,22,1,1964,0,35
2,16860.0,1,3,3,19,1,1961,0,12
2,83528.0,0,0,1,7,0,1992,1,25
1,64176.0,0,1,8,52,1,1965,0,3
2,22304.0,0,1,1,91,0,1956,0,4
2,67023.0,0,3,1,93,0,1978,0,28
4,32892.0,1,2,2,78,0,1971,0,29
2,70713.0,0,2,6,23,1,1966,0,3
2,59925.0,0,2,3,83,1,1955,0,11
2,39722.0,0,3,2,92,1,1953,0,26
2,46610.0,0,2,1,4,0,1958,0,19
2,88347.0,0,2,1,32,0,1961,1,15
4,87171.0,0,3,1,27,0,1981,3,13
1,26907.0,1,2,2,10,1,1976,0,20
3,50014.0,1,0,2,9,0,1968,0,25
4,41014.0,1,3,1,65,0,1978,0,16
2,66294.0,0,0,1,68,0,1965,0,27
2,36715.0,1,3,6,16,0,1971,0,11
2,79456.0,0,3,1,12,0,1956,0,8
2,40479.0,1,2,1,95,0,1982,0,20
3,75345.0,0,0,1,16,0,1970,1,14
2,54233.0,0,3,4,46,1,1977,0,16
2,24163.0,1,0,2,3,1,1970,0,24
4,84460.0,0,2,0,80,0,1958,1,16
2,43776.0,1,2,1,77,0,1983,0,27
4,71691.0,0,0,1,0,0,1958,0,27
4,85844.0,0,3,1,62,0,1973,5,29
4,39190.0,1,0,2,91,0,1974,0,28
2,71367.0,0,2,1,24,0,1959,0,20
4,38578.0,1,0,3,2,1,1972,0,18
4,57236.0,1,3,3,22,1,1965,0,36
2,61825.0,0,0,1,56,1,1979,0,19
2,79803.0,0,1,1,54,1,1958,0,26
1,80910.0,0,0,1,71,0,1986,0,10
3,27590.0,1,2,1,38,0,1982,0,16
2,56775.0,0,3,2,62,1,1979,0,14
2,83829.0,0,1,0,78,0,1975,1,20
1,54210.0,0,3,2,18,1,1979,0,17
2,38508.0,1,3,6,95,0,1986,0,14
2,53187.0,1,2,2,66,0,1970,0,22
2,30023.0,1,3,1,28,0,1972,0,27
4,76045.0,0,0,1,78,0,1960,1,23
4,50870.0,0,3,1,13,1,1952,0,30
1,15315.0,0,3,2,27,0,1970,0,15
1,65463.0,1,3,2,17,0,1974,4,25
2,66480.0,1,3,7,71,1,1965,0,29
2,76773.0,0,1,1,79,0,1954,0,14
1,81698.0,0,0,1,1,0,1983,1,13
4,54466.0,1,0,1,78,1,1973,0,33
3,98777.0,0,0,0,23,0,1960,4,26
4,16269.0,1,0,3,75,0,1984,0,20
2,71819.0,0,2,3,70,1,1971,4,20
4,33569.0,1,3,1,10,0,1983,3,22
3,36262.0,0,3,1,24,0,1983,3,21
0,22634.0,0,2,1,47,0,1966,0,13
1,47025.0,0,3,5,98,1,1978,0,24
2,70566.0,0,0,2,4,1,1968,0,18
4,31605.0,1,3,2,15,0,1979,0,11
3,52034.0,1,1,5,67,1,1973,0,17
2,48526.0,1,0,1,32,0,1979,0,24
2,46734.0,0,3,2,40,1,1954,0,11
2,39552.0,1,1,7,54,1,1962,0,12
2,86358.0,1,0,4,78,1,1966,0,8
2,46931.0,2,2,2,94,1,1977,0,28
0,16581.0,0,0,1,51,0,1985,0,24
1,63998.0,0,1,1,42,0,1952,0,24
3,67381.0,0,3,4,67,1,1951,4,13
2,25930.0,1,0,1,87,1,1967,0,22
2,42693.0,1,3,1,29,0,1978,0,31
2,85606.0,0,2,2,89,1,1976,1,12
2,72903.0,0,0,1,74,0,1985,1,22
1,49669.0,1,2,2,97,0,1974,0,29
4,36778.0,1,3,3,63,1,1968,0,5
4,85696.0,0,1,1,88,0,1962,0,15
3,10979.0,0,1,2,34,0,1989,0,29
2,49678.0,0,3,2,81,1,1961,0,14
3,56129.0,0,2,4,65,1,1953,0,18
2,37155.0,1,3,1,51,0,1989,0,13
1,21282.0,1,1,2,76,0,1978,0,35
4,33419.0,0,0,2,76,1,1962,0,20
2,63285.0,0,1,1,84,0,1945,0,17
3,21255.0,1,2,4,56,0,1974,0,25
2,42162.0,1,2,2,31,0,1981,3,23
2,54450.0,1,2,12,0,1,1956,0,9
4,57744.0,0,3,2,91,1,1954,0,24
2,26576.0,1,0,1,40,0,1986,3,10
4,57513.0,0,1,2,59,0,1943,0,18
2,68142.0,0,2,3,96,1,1964,0,8
2,7500.0,0,3,1,61,1,1979,0,8
2,83145.0,0,2,1,14,0,1974,5,9
3,54197.0,0,3,2,16,1,1960,0,27
4,23091.0,1,0,4,98,1,1963,0,29
2,46049.0,1,3,10,11,1,1976,0,19
2,56715.0,0,2,1,52,0,1974,0,5
2,79410.0,0,3,1,19,0,1961,0,29
2,57304.0,0,3,2,61,1,1951,0,23
2,44375.0,0,3,1,73,1,1965,0,27
2,54450.0,1,2,12,0,1,1956,0,9
2,59594.0,0,3,1,74,1,1965,4,10
