Education,Income,Kidhome,Marital_Status,NumDealsPurchases,Recency,Teenhome,Year_Birth,Months_After_2012,Succesful_cmp
2,1.2836461029238,0,2,1,32,0,1988,24,1
2,1.069736261598698,0,2,1,32,0,1986,22,1
3,1.1888410292877636,0,2,1,38,0,1988,27,1
2,1.0970418033649423,0,3,1,28,0,1988,27,1
2,1.1554105259652772,0,2,1,32,0,1987,24,1
2,1.1495059914145531,0,3,1,32,0,1986,24,1
2,1.2502349178418937,0,1,1,52,0,1977,27,1
3,0.3334440581002178,0,0,1,51,0,1981,24,1
2,1.0845756492159635,0,0,1,54,0,1979,30,1
2,0.9611345999660442,0,0,1,54,0,1980,30,1
2,1.3637209058767008,0,1,1,53,0,1977,29,1
2,1.1430217443877697,0,1,1,56,0,1975,26,1
2,1.559022780983701,0,1,1,50,0,1979,29,1
2,0.7790048436061152,0,2,1,58,0,1973,22,1
2,1.3502009127955197,0,0,1,54,0,1977,30,1
3,-0.39849063436784715,0,0,1,49,0,1984,20,1
2,0.806205529659158,0,2,1,58,0,1973,23,1
2,1.8880193300986774,0,2,0,85,0,1985,22,1
2,1.7787660046076919,0,2,0,91,0,1984,23,1
2,1.314145679089007,0,0,0,94,0,1983,11,1
2,1.8067295931136607,0,1,0,92,0,1987,19,1
2,1.862664966608869,0,1,0,89,0,1987,19,1
2,1.8887628363381754,0,2,0,85,0,1985,23,1
3,1.6590635827068019,0,0,0,92,0,1988,16,1
2,1.8556916664212464,0,1,0,90,0,1988,18,1
3,1.3010490746456496,0,1,0,88,0,1984,20,1
2,1.8773517426965665,0,2,0,86,0,1986,21,1
2,1.7809369511653985,0,0,0,94,0,1989,14,1
2,1.8940170174345499,0,2,0,84,0,1985,23,1
3,1.5574264508732543,0,0,0,91,0,1987,17,1
2,1.6803010572372088,0,2,1,86,0,1976,12,1
2,1.7335324584816267,0,2,1,85,0,1976,13,1
2,1.159947230901219,0,2,1,90,0,1969,19,1
2,1.9238021046428821,0,2,1,82,0,1976,17,1
2,1.4325300062178228,0,2,1,88,0,1977,14,1
2,1.5487515655677262,0,2,1,87,0,1975,11,1
2,1.5404902942343583,0,2,1,89,0,1975,11,1
2,1.7630365604485045,0,2,1,85,0,1976,14,1
2,1.4773425801485598,0,2,1,81,0,1972,13,1
2,1.4566214723903776,0,2,1,89,0,1974,13,1
2,1.5295539972057475,0,2,1,85,0,1974,12,1
2,1.1394228792624035,0,2,1,85,0,1980,20,1
2,1.2807443790320376,0,2,1,90,0,1971,17,1
3,1.3614413318408287,0,2,1,60,0,1956,10,1
3,1.4990859251023485,0,2,0,58,0,1956,11,1
2,1.3115908543261376,0,1,1,64,0,1955,9,1
2,1.5587296027176893,0,2,1,59,0,1958,14,1
3,1.3775630418914886,0,2,1,59,0,1956,10,1
3,1.540953646877753,0,2,0,58,0,1956,11,1
3,1.6631964951707268,0,2,0,59,0,1955,12,1
3,1.6370613530034697,0,2,0,59,0,1955,12,1
3,1.3970218239456524,0,2,1,58,0,1956,10,1
2,1.657668104476233,0,2,1,60,0,1958,16,1
2,1.3226536531737674,0,1,1,63,0,1955,9,1
3,1.691020867341609,0,2,0,59,0,1955,12,1
3,1.2608818493218272,0,3,1,56,0,1956,13,1
2,1.3161919688994317,1,3,2,40,0,1972,17,1
2,1.3161919688994317,1,3,2,40,0,1972,17,1
2,1.4602282928806627,0,3,1,38,0,1972,17,1
2,1.5772108433097536,0,2,1,39,0,1971,16,1
2,1.741251174640969,0,3,1,36,0,1972,19,1
2,2.227136000557807,0,2,0,36,0,1970,13,1
2,1.3161919688994317,1,3,2,40,0,1972,17,1
2,1.3161919688994317,1,3,2,40,0,1972,17,1
2,1.3161919688994317,1,3,2,40,0,1972,17,1
2,1.710133107245497,0,2,1,38,0,1971,15,1
2,1.3161919688994317,1,3,2,40,0,1972,17,1
2,1.6433214544172847,0,0,1,31,0,1990,24,1
2,1.7813446073141401,0,0,1,31,0,1990,24,1
2,1.4314838259604863,0,3,1,30,0,1986,29,1
2,1.0971856320089644,0,2,1,28,0,1989,28,1
2,1.067657263643279,0,3,1,27,0,1988,27,1
3,1.1977910656250532,0,2,1,38,0,1989,28,1
2,1.14147263422255,0,3,1,28,0,1988,28,1
3,1.1636944732341201,0,2,1,35,0,1989,28,1
2,0.9264576932530291,0,3,1,26,0,1986,26,1
2,1.0803940203585394,0,3,1,27,0,1988,27,1
2,1.1059248754257527,0,2,1,28,0,1989,28,1
2,1.2089820226930463,0,2,1,73,0,1953,13,1
3,1.219926628640171,0,3,1,89,0,1948,14,1
3,1.5081121596424347,0,2,1,76,0,1949,14,1
3,1.502041136444262,0,2,1,77,0,1949,13,1
3,1.5149086243321135,0,2,1,76,0,1950,14,1
3,1.4334604380530775,0,2,1,77,0,1949,12,1
3,1.521339282303012,0,1,1,75,0,1951,15,1
2,1.3497146799758806,0,1,1,68,0,1953,9,1
2,1.231617177928087,0,2,1,74,0,1952,13,1
3,1.1912637030371895,0,3,1,90,0,1948,14,1
2,1.2690279744771737,0,2,1,74,0,1952,13,1
3,1.520205739885169,0,1,1,75,0,1950,15,1
3,1.5275976298277558,0,1,1,74,0,1951,16,1
2,1.429569355345498,0,1,0,76,0,1975,18,1
2,1.503248514306775,0,2,1,74,0,1975,11,1
2,1.930921853271343,0,2,1,77,0,1976,17,1
2,2.2346271703418514,0,0,0,69,0,1982,14,1
2,1.4164669907053222,0,3,1,78,0,1972,12,1
2,1.4293657399810482,0,3,1,78,0,1972,13,1
2,2.175373217424399,0,0,0,69,0,1981,13,1
2,1.2159405567255257,0,2,1,72,0,1974,10,1
2,1.4252491671061387,0,3,1,78,0,1972,12,1
2,1.8663081653108824,0,2,1,77,0,1976,16,1
2,1.6166795002357834,0,2,0,71,0,1977,10,1
2,1.9902904806989357,0,0,0,70,0,1980,12,1
2,1.418208797229223,0,1,0,76,0,1975,17,1
2,1.7739242279615515,0,2,1,41,0,1986,28,1
3,1.2093049346578493,0,2,1,40,0,1988,28,1
2,1.5850121105306505,0,0,1,34,0,1990,25,1
2,1.3873972602215228,0,2,1,33,0,1986,29,1
2,1.5444903563404009,0,0,1,35,0,1990,26,1
2,1.415058708388976,0,2,1,33,0,1986,29,1
3,1.1930901484469325,0,2,1,38,0,1989,28,1
3,1.3841928473815874,0,1,1,37,0,1989,27,1
2,1.6480953588210676,0,0,1,33,0,1990,25,1
3,1.4505945519904155,0,2,1,40,0,1987,28,1
2,1.5597222839746798,0,0,1,35,0,1990,25,1
2,1.864913929666691,0,2,0,61,0,1955,15,1
1,1.461809872733066,0,2,1,58,0,1957,17,1
2,1.5490607261829028,0,2,1,59,0,1958,14,1
2,1.4369921865730662,0,2,1,61,0,1956,21,1
1,1.1259186843581956,0,2,1,55,0,1955,17,1
2,1.872891996595461,0,2,0,61,0,1955,15,1
2,1.5692661837250967,0,2,1,59,0,1958,14,1
2,1.6620716149417099,0,2,1,61,0,1958,17,1
2,1.3624938496370023,0,2,1,61,0,1955,22,1
2,1.6758473824141593,0,2,0,61,0,1958,16,1
2,1.6376710025851817,0,2,1,61,0,1958,17,1
1,1.1191200892635313,0,2,1,55,0,1955,17,1
2,1.6519697368635635,0,2,1,61,0,1958,17,1
3,0.9300640563341753,0,2,2,43,0,1970,16,1
2,1.4367885552576218,0,2,1,39,0,1971,16,1
2,2.4335390961555867,0,2,0,36,0,1970,13,1
2,1.3742409639041155,0,2,1,39,0,1971,16,1
3,1.5881112649473619,0,2,1,40,0,1970,15,1
2,2.499394789948893,0,2,0,35,0,1970,13,1
2,2.1937984734101956,0,2,0,35,0,1971,16,1
2,2.19534552305361,0,2,0,34,0,1966,15,1
3,0.7536258449855195,0,2,2,44,0,1970,16,1
2,2.1913650046410544,0,2,0,37,0,1970,14,1
2,2.2387123563264817,0,2,0,35,0,1971,16,1
2,2.3319845209846672,0,2,0,36,0,1970,13,1
2,1.4621917964021725,0,2,1,39,0,1971,16,1
2,2.323899944613366,0,0,1,5,0,1974,16,1
2,1.3972538697905037,0,1,1,8,0,1969,12,1
2,2.0189380153682075,0,1,1,6,0,1972,14,1
2,2.217122860806238,0,1,1,4,0,1974,15,1
2,1.2728249293296512,0,2,1,4,0,1972,11,1
3,1.6838855731508007,0,2,1,3,0,1974,14,1
2,2.3262970074256852,0,0,1,5,0,1974,16,1
2,1.9435238275483289,0,1,1,3,0,1974,14,1
1,1.8250105770147182,0,0,1,2,0,1979,15,1
2,1.9204206647253783,0,1,1,6,0,1971,14,1
3,1.6759522873883106,0,2,1,3,0,1974,14,1
2,1.656906396222845,0,2,1,82,0,1985,26,1
2,1.6142671696277462,0,2,1,85,0,1987,29,1
2,1.6050082925303397,0,2,1,85,0,1987,29,1
2,1.5407970573546206,0,2,1,82,0,1985,27,1
2,1.5615713547089682,0,2,1,85,0,1985,27,1
2,1.586197618507874,0,2,1,82,0,1985,27,1
2,1.7707021192837653,0,2,1,90,0,1984,24,1
2,1.5598592088664338,0,2,1,82,0,1985,27,1
2,1.8249708270754823,0,1,0,62,0,1953,13,1
2,1.9427207471526626,0,1,0,62,0,1953,14,1
2,1.9818746472424016,0,2,0,62,0,1953,15,1
2,1.4984355813019188,0,1,0,61,0,1951,14,1
2,1.676339401195595,0,2,0,61,0,1958,16,1
2,1.4711140390066229,0,1,0,64,0,1954,10,1
2,1.9712952819047544,0,2,0,61,0,1953,15,1
1,1.25625606394191,0,1,0,62,0,1949,17,1
2,1.4921205637383663,0,2,1,82,0,1985,28,1
2,1.5688930170678939,0,2,1,82,0,1985,27,1
2,1.8639389439401182,0,3,1,85,0,1984,24,1
2,1.830863329584487,0,2,1,83,0,1985,24,1
2,1.9347767465630572,0,2,1,83,0,1983,23,1
2,1.777919659245716,0,3,1,90,0,1984,24,1
2,1.9968510103202077,0,2,1,81,0,1980,21,1
2,2.0975855716110523,0,2,1,79,0,1977,20,1
2,1.341625169163149,0,3,1,79,0,1966,29,1
2,0.09026959797066714,0,0,5,67,1,1969,20,1
2,0.46266589139985825,0,1,4,68,1,1969,23,1
2,1.344675387776558,0,2,0,73,0,1970,28,1
2,1.3186090600203355,0,3,1,75,0,1967,29,1
2,1.4025399978489643,0,3,1,81,0,1964,25,1
2,0.10108366455006146,0,0,5,67,1,1969,20,1
2,0.4699044353548646,0,1,4,68,1,1969,23,1
2,1.316233269906062,0,2,0,72,0,1969,29,1
2,1.3474174272026085,0,2,0,73,0,1970,27,1
2,1.3315434079651538,0,2,0,73,0,1970,28,1
2,1.4161200207716855,0,1,0,75,0,1972,25,1
2,1.3078484977559186,0,3,1,73,0,1968,29,1
2,1.8295974068658007,0,1,0,78,0,1976,20,1
2,1.9862074969722576,0,2,1,81,0,1981,22,1
2,1.9521863421550851,0,2,1,79,0,1975,18,1
2,1.858615497778322,0,1,1,76,0,1975,20,1
2,2.044129028908129,0,2,1,80,0,1979,21,1
2,1.5231322087619654,0,2,1,79,0,1972,14,1
2,1.736272379792239,0,2,1,79,0,1974,16,1
2,1.9606077336626946,0,2,1,79,0,1977,20,1
2,1.9733359746512527,0,1,0,78,0,1976,20,1
2,1.527294538588539,0,1,0,78,0,1975,21,1
2,1.6899843108238093,0,2,1,81,0,1978,21,1
4,1.2261370642195963,0,1,1,6,0,1976,14,1
3,1.7876967285822327,0,2,1,3,0,1974,14,1
4,1.220489113744824,0,1,1,7,0,1976,14,1
3,1.2163368798830103,0,2,1,4,0,1972,12,1
3,1.2117514178359245,0,2,1,4,0,1972,12,1
2,2.2232663681346327,0,1,1,4,0,1974,15,1
2,2.0345974428729634,0,1,1,4,0,1974,15,1
3,1.2684565521444655,0,2,1,2,0,1974,12,1
2,1.1155386148131032,0,1,1,9,0,1968,12,1
2,2.1761495798553185,0,1,1,4,0,1974,15,1
2,1.1215693164046465,0,1,1,9,0,1968,12,1
3,1.3861803164204363,0,0,1,1,0,1961,17,1
2,0.7567093438974867,0,2,3,1,0,1963,22,1
4,0.6976246765814819,0,2,2,1,0,1955,15,1
3,1.457461192470174,0,0,1,1,0,1961,17,1
2,1.5917528419147695,0,0,0,7,0,1961,21,1
3,1.3850288235920154,0,0,1,1,0,1961,17,1
4,1.2537481152835188,0,0,1,4,0,1962,20,1
3,1.5556447123430275,0,0,0,3,0,1961,18,1
2,1.584617900635492,0,0,0,6,0,1961,20,1
4,0.9461825059826413,0,2,2,1,0,1956,15,1
3,1.5104603826920187,0,0,1,1,0,1961,17,1
2,0.9145452100752337,0,1,2,1,0,1962,21,1
2,1.5841917457070758,0,0,0,6,0,1961,20,1
3,1.5536138227532292,0,0,1,3,0,1957,21,1
2,1.393241520531352,0,1,1,5,0,1956,25,1
2,1.5669728868781885,0,0,1,4,0,1955,24,1
2,1.3954305882194695,0,1,1,5,0,1955,26,1
2,1.0696121825013964,0,2,2,4,0,1960,22,1
2,0.6464389150963168,0,2,3,2,0,1961,25,1
2,1.5945898988934641,0,0,0,8,0,1957,24,1
2,1.5939621935989008,0,0,0,8,0,1957,24,1
2,1.5879953652765746,0,0,0,7,0,1956,25,1
2,1.486523797153613,0,1,1,5,0,1954,26,1
3,1.5378088605584141,0,0,1,1,0,1960,17,1
3,1.5421720514818351,0,0,1,1,0,1960,18,1
2,1.4386235304468076,0,1,1,5,0,1955,25,1
2,1.3613111802505569,0,3,1,18,0,1966,12,1
2,1.194100022233935,0,1,1,13,0,1968,12,1
2,1.6438345761490882,0,3,0,22,0,1972,12,1
2,1.4569892938170275,0,2,1,20,0,1970,16,1
2,1.4867405901197601,0,2,1,20,0,1970,16,1
2,1.6762742130510433,0,1,2,21,0,1972,20,1
2,1.4394827140079862,0,3,0,20,0,1969,13,1
2,1.355730727588434,0,3,1,19,0,1968,13,1
3,1.3627471658315171,0,3,2,18,0,1965,11,1
2,1.4447908698853038,0,2,1,20,0,1969,15,1
2,1.358181183436834,0,3,1,19,0,1967,13,1
2,1.5691776994101776,0,1,2,21,0,1971,18,1
2,1.2319287841889257,0,2,1,15,0,1968,13,1
2,1.76122983981297,0,2,0,25,0,1970,24,1
1,1.2587920003325057,0,2,1,27,0,1977,25,1
2,1.2275606965094894,0,1,1,24,0,1977,22,1
1,1.1054878422817875,0,2,1,25,0,1977,23,1
2,1.0563963147486968,0,2,1,24,0,1978,23,1
1,1.3469826668715559,0,1,1,22,0,1978,24,1
2,0.8487284615662303,0,2,1,23,0,1980,24,1
1,1.3048250832947166,0,2,1,28,0,1977,25,1
2,1.4341769730232667,0,2,0,25,0,1974,23,1
1,1.4890194388457745,0,0,1,21,0,1978,25,1
1,1.0970043447698405,0,2,1,25,0,1977,23,1
2,1.0927161630628717,0,0,1,15,0,1969,13,1
3,1.31578456702983,0,2,2,16,0,1964,10,1
2,1.102452628441445,0,0,1,12,0,1968,12,1
2,1.5990526517054124,0,0,2,20,0,1972,20,1
2,1.0986274537661485,0,0,1,13,0,1969,13,1
2,1.2498776031820353,0,1,1,18,0,1969,14,1
2,1.2153648834058974,0,1,1,17,0,1969,14,1
2,1.2824569504646985,0,2,1,18,0,1969,14,1
2,1.1180557321941447,0,0,1,16,0,1969,14,1
2,1.123250284777438,0,0,1,16,0,1969,14,1
2,1.1056961826285558,0,0,1,11,0,1968,12,1
1,1.384679681803822,0,2,1,29,0,1977,26,1
1,1.8974981045020312,0,2,1,34,0,1973,20,1
1,0.847422652587267,0,2,1,25,0,1980,25,1
1,1.447621435048779,0,2,1,30,0,1981,28,1
1,0.7083827248534309,0,2,1,23,0,1981,25,1
1,1.7589360171444792,0,2,0,25,0,1970,25,1
1,1.4615516646237487,0,2,1,30,0,1983,29,1
1,1.1620081566336364,0,2,1,26,0,1977,23,1
1,1.16709361584563,0,2,1,26,0,1977,23,1
1,1.6431822744329527,0,2,0,27,0,1973,25,1
1,1.1846775154206195,0,2,1,26,0,1977,24,1
1,1.4439179971361609,0,2,1,30,0,1981,28,1
1,1.463035864464508,0,2,1,30,0,1984,29,1
4,0.903523996361,0,1,1,6,0,1960,21,1
2,0.8787381467239116,0,3,3,3,1,1961,20,1
2,0.8929437650287404,0,3,3,3,1,1961,20,1
4,0.6817933994834684,0,2,2,1,0,1955,15,1
3,0.7891681458354081,0,3,3,2,1,1958,17,1
2,0.8905440995819776,0,3,3,3,1,1961,20,1
3,0.6310676894100418,0,3,3,1,1,1956,16,1
3,0.686754923386791,0,3,3,1,1,1955,15,1
3,0.5597384588933836,0,3,3,1,1,1958,19,1
3,0.559434813716166,0,3,3,1,1,1958,19,1
2,0.8009539759735348,0,3,3,2,1,1958,18,1
3,0.7868993422297862,0,3,3,2,1,1958,17,1
2,0.8396720764418119,0,3,3,3,1,1959,19,1
2,0.47796720766760614,0,0,5,68,1,1970,20,1
3,1.1811168444601532,0,2,2,71,0,1969,25,1
2,0.3471604764080223,0,0,5,67,1,1970,20,1
2,1.5943633950894598,0,1,2,74,0,1974,20,1
2,1.0708781270869767,0,1,3,70,0,1971,20,1
2,1.8991475048945607,0,1,1,77,0,1975,20,1
2,0.7443659529405989,0,0,4,69,1,1970,20,1
3,1.272494454494833,0,2,1,71,0,1969,29,1
2,0.7737169644234081,0,2,2,63,0,1972,20,1
2,1.3835797858979588,0,1,0,76,0,1974,21,1
2,1.3729208959264327,0,1,3,72,0,1972,20,1
4,1.0473909219274085,0,0,1,6,0,1985,24,1
4,1.103114309626312,0,0,1,11,0,1982,20,1
4,1.3631083815623162,0,0,1,3,0,1987,24,1
4,1.4552114526936055,0,0,1,3,0,1987,24,1
1,1.9242563779824602,0,2,0,4,0,1981,28,1
4,1.0519111576077351,0,0,1,4,0,1987,25,1
1,1.3153225107485662,0,0,1,1,0,1983,17,1
1,1.3620424781348421,0,0,1,1,0,1983,15,1
2,1.2994174874182671,0,0,1,58,0,1984,24,1
2,1.5038280798850427,0,2,1,62,0,1988,18,1
2,1.3796579702807725,0,1,1,59,0,1985,23,1
2,1.3224283754282111,0,1,1,60,0,1987,19,1
2,1.3833883352536995,0,1,1,60,0,1987,19,1
3,-0.5715286087373457,0,0,1,49,0,1985,19,1
2,1.4473517217562606,0,1,1,59,0,1985,22,1
2,1.846688578782948,0,1,0,63,0,1986,17,1
2,0.7871419047371246,0,2,1,66,0,1991,14,1
2,2.021358786771893,0,0,0,65,0,1985,16,1
2,2.2514601682919513,0,0,0,68,0,1983,15,1
2,0.5256214798163172,0,2,1,67,0,1991,13,1
2,1.4820674533149658,0,1,1,60,0,1987,19,1
2,0.3002196445067781,0,2,1,70,0,1987,18,1
2,1.787563157932244,0,3,1,83,0,1985,23,1
2,0.40050223560473286,0,3,1,72,0,1988,19,1
2,0.10496726414062,0,2,0,69,0,1988,17,1
2,1.4356461062505508,0,2,1,62,0,1988,18,1
2,0.12276941015823907,0,2,1,68,0,1988,18,1
2,0.5054036978488106,0,2,1,68,0,1991,13,1
2,0.3994919853098188,0,2,1,68,0,1991,14,1
2,0.944832214269183,0,1,0,69,0,1986,16,1
2,0.12342595718694312,0,3,1,69,0,1988,18,1
2,1.4931717072649373,0,2,1,76,0,1980,19,1
2,1.1956759293985226,0,2,1,74,0,1982,19,1
2,0.3536749394553117,0,2,0,69,0,1988,17,1
2,0.8797000894060332,0,3,1,22,0,1950,27,1
2,1.3363062033220623,0,3,1,17,0,1947,22,1
3,1.4340629280073984,0,0,1,22,0,1945,11,1
2,0.9982701441789632,0,3,1,21,0,1949,27,1
3,1.3811565063408233,0,1,1,21,0,1945,18,1
3,1.4295559184431244,0,0,1,22,0,1945,12,1
3,1.1092193199140392,0,2,1,20,0,1945,25,1
2,1.325650625372624,0,3,1,18,0,1945,25,1
2,1.343685090322024,0,3,1,17,0,1949,20,1
2,1.4144605349945967,0,2,1,14,0,1947,27,1
2,0.7787679127957233,0,3,1,23,0,1952,27,1
2,1.080806121600708,0,3,1,21,0,1947,27,1
2,1.324427566999998,0,3,1,18,0,1945,25,1
2,1.4014204282501719,0,2,1,68,0,1948,21,1
3,1.4619984105927986,0,2,1,75,0,1947,16,1
2,1.446278119482844,0,2,1,72,0,1946,19,1
2,1.356914666899749,0,2,1,64,0,1952,22,1
2,1.438182748348509,0,2,1,71,0,1946,20,1
2,1.3755849211315425,0,2,1,66,0,1950,22,1
3,1.4658400012868151,0,2,1,75,0,1947,15,1
2,1.4679106481394093,0,1,1,71,0,1948,20,1
2,1.436504048601,0,2,1,71,0,1946,20,1
3,1.4622930073684748,0,2,1,75,0,1947,16,1
1,1.4108025187940856,0,1,1,70,0,1946,20,1
3,1.4808007814525865,0,2,1,77,0,1947,13,1
2,1.333734473011321,0,2,1,62,0,1954,22,1
2,1.4196802197148861,0,2,1,61,0,1956,21,1
2,1.3946314116805902,0,2,0,62,0,1954,22,1
2,1.4271806514187944,0,2,1,61,0,1956,21,1
2,1.3961422344315781,0,2,1,61,0,1955,21,1
2,1.3342031482745835,0,2,0,62,0,1954,22,1
1,1.0978833410127153,0,1,1,62,0,1949,18,1
2,1.8439982375367734,0,2,0,62,0,1953,16,1
2,1.5263123898302404,0,2,0,62,0,1954,20,1
2,1.7497725543415403,0,2,0,62,0,1953,17,1
2,1.9625380666029892,0,2,0,62,0,1953,15,1
2,1.5990605757047092,0,2,1,61,0,1958,18,1
2,1.8178309859914334,0,2,0,62,0,1953,17,1
2,1.725460855933522,0,2,0,62,0,1953,18,1
2,1.3161919688994317,1,3,2,40,0,1972,17,1
2,2.0081758111546693,0,2,0,37,0,1970,14,1
2,1.2236302483931742,0,3,2,40,0,1971,17,1
2,1.299090456729265,0,2,1,40,0,1972,17,1
2,1.781056686130923,0,2,1,38,0,1971,15,1
2,1.2254849786944517,0,3,2,40,0,1971,17,1
2,1.4076735660368282,0,3,1,39,0,1972,17,1
2,1.0338070076883767,0,3,2,42,0,1971,17,1
2,1.2360665433978726,0,2,1,41,0,1973,17,1
2,1.1985610908197173,0,3,2,40,0,1971,17,1
2,1.9969305401572996,0,2,0,37,0,1970,14,1
2,1.5176717908943016,0,1,0,61,0,1951,14,1
2,1.760030816331646,0,2,0,61,0,1957,16,1
1,1.5595257446754953,0,1,0,62,0,1951,16,1
2,1.7725111877156454,0,1,0,62,0,1953,13,1
2,1.3360736199370482,0,1,0,60,0,1950,14,1
2,1.653067414659326,0,1,0,63,0,1953,12,1
2,0.9890202674765601,0,1,0,60,0,1949,14,1
2,1.8130743948261139,0,1,0,62,0,1953,13,1
2,1.4689050471729197,0,1,1,71,0,1948,20,1
3,1.1304316535263397,0,0,1,77,0,1959,22,1
3,1.155972708226218,0,0,1,77,0,1959,22,1
3,1.5281423051713572,0,1,1,74,0,1951,16,1
2,1.4641416443297874,0,1,1,71,0,1947,20,1
3,1.3804579302175786,0,0,1,74,0,1955,19,1
3,1.2252602858985653,0,0,1,76,0,1958,21,1
2,1.482033872734315,0,1,1,71,0,1952,18,1
3,1.1363718141401193,0,0,1,77,0,1959,22,1
3,1.4790981647775467,0,0,1,73,0,1954,18,1
3,1.5048402697184686,0,2,1,77,0,1949,13,1
2,1.2434975353249529,0,2,1,88,0,1967,21,1
2,1.1485834374737933,0,2,1,89,0,1967,21,1
2,1.3170477412538473,0,2,1,90,0,1971,16,1
2,1.4063719044099614,0,2,1,83,0,1964,24,1
2,1.1834463864479534,0,2,1,90,0,1968,20,1
2,1.1674195016970987,0,2,1,90,0,1969,19,1
2,1.321492613010649,0,2,1,85,0,1965,27,1
2,1.1892028847213791,0,2,1,92,0,1976,24,1
2,1.2560405955879774,0,2,1,87,0,1967,24,1
2,1.555474506069912,0,2,1,89,0,1975,11,1
2,1.1368054787359332,0,2,1,87,0,1964,25,1
2,1.179254172914101,0,2,1,92,0,1974,23,1
2,1.1897653920107152,0,2,1,92,0,1976,24,1
1,0.9663686425490797,0,1,1,60,0,1949,14,1
1,0.986615364544766,0,1,1,60,0,1949,14,1
2,1.0622549200599984,0,1,1,61,0,1950,12,1
2,1.1618801983990212,0,1,1,59,0,1952,12,1
2,1.0076424771026309,0,1,1,60,0,1949,13,1
1,1.0552513477530523,0,1,1,62,0,1949,17,1
2,1.2055115087601258,0,1,1,63,0,1953,10,1
1,1.0460662841762167,0,1,1,62,0,1949,17,1
2,1.441140957722504,0,3,1,31,0,1986,29,1
3,1.3412409549799034,0,2,1,35,0,1987,29,1
2,1.4288085718935122,0,3,1,30,0,1986,29,1
2,1.3751903674327781,0,3,1,31,0,1986,28,1
2,1.1265726585173932,0,3,1,28,0,1988,28,1
2,1.718018400363173,0,0,1,31,0,1989,25,1
2,1.182614117919367,0,3,1,28,0,1988,28,1
1,1.4322701964891023,0,2,1,30,0,1979,27,1
2,1.6017952267540656,0,1,1,31,0,1988,27,1
2,1.4411762396031476,0,3,1,30,0,1986,29,1
2,1.7679994282203801,0,0,1,31,0,1990,24,1
2,1.573748144244715,0,3,0,31,0,1952,26,1
2,1.1010213163943272,0,2,1,28,0,1958,27,1
2,1.1093036571290853,0,2,1,28,0,1958,27,1
3,0.49556060827595677,0,0,1,25,1,1952,21,1
2,0.8558239352791923,0,2,1,26,0,1956,27,1
2,1.1979727582039181,0,2,1,28,0,1959,27,1
2,0.8890633356021334,0,3,1,27,1,1956,23,1
2,0.9159471881503352,0,3,1,27,0,1954,26,1
2,0.9929252871389116,0,3,1,20,0,1952,23,1
2,1.5044572113493095,0,3,0,31,0,1952,26,1
2,1.05819483677919,0,3,1,28,0,1953,26,1
2,0.6851733017246756,0,2,1,25,0,1955,27,1
2,0.9509597412710077,0,3,1,21,0,1952,23,1
2,1.584244824237318,0,3,0,32,0,1955,22,1
2,0.750478270518216,0,3,1,26,1,1955,25,1
3,1.141572763418038,0,2,1,29,1,1958,20,1
2,1.730321539271229,0,3,0,33,0,1953,24,1
2,1.3124492252942899,0,3,0,30,0,1957,20,1
2,0.8024006228626646,0,3,1,26,1,1956,24,1
2,1.2092249408889733,0,2,1,29,0,1959,22,1
2,1.8700195224385157,0,3,0,34,0,1952,25,1
2,0.9316408587849998,0,3,1,27,1,1957,23,1
2,1.2044299501641405,0,2,1,29,0,1959,21,1
2,0.7555853545231469,0,3,1,26,1,1955,25,1
2,1.5845019186478597,0,0,0,9,0,1961,23,1
3,1.1218712297440832,0,1,2,1,0,1962,19,1
2,0.47158298470786386,0,3,3,2,1,1963,24,1
2,0.5216381544668491,0,2,3,3,0,1963,24,1
2,0.5957313762719444,0,3,3,2,1,1963,23,1
2,0.6905046509543742,0,2,2,4,0,1963,24,1
2,0.4151690903641146,0,2,3,2,0,1963,24,1
2,0.9680296911505919,0,2,2,3,0,1959,25,1
2,0.9418917355133982,0,1,2,1,0,1962,21,1
2,0.8976765145464878,0,1,2,1,0,1962,21,1
2,0.7759962310999204,0,2,2,4,0,1963,24,1
1,1.4116864167326844,0,2,1,37,0,1956,10,1
3,1.3725036265191781,0,0,1,27,0,1946,10,1
3,1.3973491514934842,0,0,1,25,0,1946,10,1
3,1.3417774484683873,0,0,1,29,0,1946,10,1
3,1.3112476974354281,0,0,2,31,0,1947,10,1
3,1.3122826292695882,0,0,2,31,0,1947,10,1
3,1.3871350835941851,0,1,2,33,0,1950,9,1
3,1.348185393288295,0,0,1,28,0,1946,10,1
3,1.707237920700257,0,2,1,27,0,1954,9,1
3,1.2444585482300745,0,0,2,35,0,1947,10,1
3,1.3899274696062,0,0,1,26,0,1946,10,1
3,1.3965596983421913,0,0,1,25,0,1946,10,1
3,0.9335467599643406,0,0,2,31,0,1949,13,1
2,1.5789986152567317,0,2,1,89,0,1983,24,1
2,1.3509833601543222,0,2,1,84,0,1983,24,1
3,1.2245074443681068,0,2,1,85,0,1984,25,1
2,1.2138736023102332,0,2,1,84,0,1982,24,1
2,1.883569618337222,0,2,1,80,0,1977,20,1
2,1.0169702576064807,0,2,1,84,0,1982,24,1
2,1.1888044640119177,0,2,1,86,0,1982,24,1
2,1.2726009134518248,0,2,1,84,0,1982,24,1
2,1.4737270166632812,0,2,1,88,0,1983,24,1
